09/01/2024 18:46:34.017 | DEBUG    |                                      InstallAshita | Installing Ashita into the current process.
09/01/2024 18:47:29.115 | DEBUG    |                                 Keyboard::Keyboard | .ctor
09/01/2024 18:47:29.115 | DEBUG    |                          InputManager::SetKeyboard | Setting new keyboard instance..
09/01/2024 18:47:29.115 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Github Projects\Ashita-v4beta\/plugins/thirdparty.dll'
09/01/2024 18:47:29.115 | DEBUG    |                                PluginManager::Load | Loaded plugin: thirdparty - Version: 4.10 - By: atom0s
09/01/2024 18:47:29.116 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Github Projects\Ashita-v4beta\/plugins/addons.dll'
09/01/2024 18:47:29.116 | DEBUG    |                                PluginManager::Load | Loaded plugin: Addons - Version: 2.20 - By: Ashita Development Team
09/01/2024 18:47:29.116 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Github Projects\Ashita-v4beta\/plugins/screenshot.dll'
09/01/2024 18:47:29.117 | DEBUG    |                                PluginManager::Load | Loaded plugin: screenshot - Version: 4.10 - By: atom0s
09/01/2024 18:47:29.117 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Github Projects\Ashita-v4beta\/plugins/minimap.dll'
09/01/2024 18:47:29.124 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\minimap\minimap.ini
09/01/2024 18:47:29.125 | DEBUG    |                         ConfigurationManager::Load | Loading configuration file: C:\Github Projects\Ashita-v4beta\\config\\minimap\themes\square\theme.ini
09/01/2024 18:47:29.127 | DEBUG    |                                PluginManager::Load | Loaded plugin: Minimap - Version: 1.06 - By: atom0s
09/01/2024 18:47:29.128 | DEBUG    |                                PluginManager::Load | Calling LoadLibraryA on: 'C:\Github Projects\Ashita-v4beta\/plugins/nameplate.dll'
09/01/2024 18:47:29.148 | DEBUG    |                                PluginManager::Load | Loaded plugin: Nameplate - Version: 0.51 - By: BunnyBox Productions
09/01/2024 18:48:01.159 | DEBUG    |                    PacketManager::PatchLogFilePath | Patched log file path! [Path: TEMP/Outseidr]
